scorer,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN,KPN
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img2338.png,407.0566684812195,286.82187572906133,271.8984135624854,423.20884205614743,258.3825880706121,445.32564740648576,473.4070845322344,276.9921844622443,359.13692355548653,248.73182207014537,233.80835990356945,305.2525468543432,221.5212458200482,396.17719107240066,257.1538766622599,469.8998755735283,415.65764833968444,442.8682245897815
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img2528.png,349.3072322886695,310.1673924877517,287.8716618710631,498.1602379656272,258.3825880706121,458.84147289835914,545.9010576250099,301.56641262928684,440.23187650672696,226.6150167198071,291.55779609611943,237.67341939497624,230.12222567851313,322.45450657127304,195.7183062446535,391.26234543899216,416.8863597480365,450.24049303989426
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img2760.png,362.82305778054285,307.7099696710475,266.9835679290769,442.8682245897815,254.69645384555565,414.60786219768255,520.0981180496152,299.1089898125826,430.40218523990995,218.01403686134222,296.47264172952794,211.8704798195816,236.2657827202737,300.3377012209347,233.80835990356945,401.09203670580916,416.8863597480365,449.01178163154214
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img2766.png,344.392386655261,310.1673924877517,274.35583637918967,455.15533867330277,251.01031962049922,420.7514192394432,515.1832724162067,300.3377012209347,411.971514114628,209.41305700287728,280.49939342095035,226.6150167198071,225.20738004510463,317.53966093786454,235.03707131192164,407.2355937475698,416.8863597480365,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3060.png,351.7646551053738,301.56641262928684,275.58454778754185,476.0434326152889,249.78160821214715,455.15533867330277,505.3535811493897,286.82187572906133,383.71115172252905,214.32790263628584,263.2974337040206,248.73182207014537,217.83511159499176,335.97033206314643,255.92516525390772,444.09693599813363,415.65764833968444,450.24049303989426
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3121.png,361.5943463721908,291.73672136246984,294.0152189128237,511.6760634575006,260.84001088731634,512.9047748658527,435.31703087331846,262.2476475620188,307.5310444046971,241.3595536200326,214.14897736993544,361.7732716385411,230.12222567851313,461.2988957150634,266.9835679290769,501.8463721906836,414.42893693133226,447.78307022319
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3337.png,297.7013531378801,335.97033206314643,260.84001088731634,382.6613655805273,216.6064001866397,394.94847966404853,518.8694066412631,284.3644529123571,400.9131114394588,225.38630531145498,275.58454778754185,237.67341939497624,227.66480286180888,316.3109495295124,198.17572906135774,401.09203670580916,415.65764833968444,442.8682245897815
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3531.png,316.13202426316207,321.2257951629209,284.1855276460067,507.9899292324442,244.86676257873864,493.24539233221867,488.15162143245993,283.13574150400495,381.2537289058248,230.30115094486348,242.4093397620344,274.5347616455401,220.29253441169612,376.51780853876664,230.12222567851313,482.18698965704954,416.8863597480365,449.01178163154214
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3542.png,284.1855276460067,354.4010031884283,307.5310444046971,531.3354459911346,266.9835679290769,511.6760634575006,494.2951784742205,289.2792985457656,376.3388832724163,229.07243953651135,260.84001088731634,267.1624931954273,210.462843144879,381.43265417217515,252.2390310288514,500.6176607823314,415.65764833968444,447.78307022319
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3610.png,269.44099074578116,414.60786219768255,,,,,311.21717862975356,310.1673924877517,217.83511159499176,409.69301656427405,246.0954739870907,509.21864064079637,334.5626953884439,570.6542110584027,,,414.42893693133226,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3640.png,292.7865075044716,503.0750835990357,,,,,269.44099074578116,388.8049226222879,232.57964849521738,479.7295668403453,294.0152189128237,578.0264795085154,,,,,418.1150711563887,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img3902.png,,,,,,,,,,,,,,,,,418.1150711563887,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img4014.png,,,,,,,,,,,,,,,,,418.1150711563887,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img4277.png,,,,,,,,,,,,,,,,,418.1150711563887,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img4495.png,,,,,,,,,,,,,,,,,418.1150711563887,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_L_flipped\img4641.png,,,,,,,,,,,,,,,,,418.1150711563887,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0006.png,523.7842522746716,334.7416206547943,368.96661482230354,302.79512403763897,340.7062524302046,296.65156699587834,,,566.7891515669961,246.27439925344112,435.31703087331846,186.06754024418694,329.6478497550354,218.01403686134222,258.3825880706121,254.87537911190606,411.971514114628,442.8682245897815
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0041.png,495.5238898825727,310.1673924877517,332.10527257173965,313.85352671280816,307.5310444046971,312.624815304456,582.7623998755738,253.64666770355393,525.0129636830237,221.7001710863986,399.68440003110675,190.98238587759545,292.7865075044716,233.98728516991986,243.63805117038646,278.22089587059645,409.51409129792376,441.6395131814294
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0298.png,457.4338362236567,289.2792985457656,271.8984135624854,361.7732716385411,251.01031962049922,337.19904347149856,575.390131425461,299.1089898125826,504.1248697410376,249.9605334784975,367.73790341395136,197.12594291935602,278.0419706042461,248.73182207014537,225.20738004510463,281.90703009565283,410.7428027062758,446.5543588148379
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0403.png,473.4070845322344,291.73672136246984,302.6161987712886,349.4861575550198,270.66970215413335,349.4861575550198,550.8159032584184,284.3644529123571,506.5822925577419,235.21599657827198,368.96661482230354,200.81207714441246,274.35583637918967,262.2476475620188,223.97866863675245,334.7416206547943,409.51409129792376,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0521.png,479.550641573995,275.7634730538922,367.73790341395136,289.2792985457656,335.7914067967961,296.65156699587834,560.6455945252354,301.56641262928684,500.4387355159812,218.01403686134222,378.79630608912055,179.92398320242626,296.47264172952794,236.4447079866241,237.4944941286259,307.7099696710475,409.51409129792376,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0557.png,464.8061046737695,284.3644529123571,319.8181584882184,318.76837234621667,279.2706820125982,312.624815304456,558.1881717085312,294.1941441791741,513.9545610078546,231.5298623532156,382.482440314177,184.83882883583476,295.24393032117587,241.3595536200326,242.4093397620344,302.79512403763897,410.7428027062758,441.6395131814294
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0613.png,473.4070845322344,296.65156699587834,255.92516525390772,376.51780853876664,232.57964849521738,353.1722917800762,550.8159032584184,297.88027840423047,515.1832724162067,232.75857376156773,370.1953262306556,198.3546543277082,273.1271249708376,258.56151333696243,209.23413173652693,322.45450657127304,409.51409129792376,442.8682245897815
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img0967.png,416.8863597480365,272.0773388288358,273.1271249708376,370.37425149700596,248.55289680379497,356.85842600513257,517.640695232911,280.6783186873007,461.11997044871316,216.7853254529901,319.8181584882184,204.49821136946878,241.1806283536822,275.7634730538922,179.74505793607585,312.624815304456,413.2002255229801,442.8682245897815
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1085.png,362.82305778054285,284.3644529123571,251.01031962049922,404.77817093086554,228.89351427016095,371.6029629053581,543.4436348083057,294.1941441791741,479.550641573995,232.75857376156773,343.16367524690884,195.89723151100395,266.9835679290769,261.0189361536667,221.5212458200482,355.62971459678045,411.971514114628,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1283.png,462.34868185706523,302.79512403763897,314.9033128548099,319.9970837545688,285.41423905435886,323.68321797962517,534.8426549498408,313.85352671280816,489.380332840812,247.50311066179324,362.82305778054285,192.21109728594752,264.52614511237266,240.1308422116805,205.5479975114705,294.1941441791741,410.7428027062758,445.32564740648576
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1374.png,307.5310444046971,300.3377012209347,309.9884672214014,329.8267750213858,276.8132591958939,338.4277548798507,495.5238898825727,276.9921844622443,421.801205381445,208.1843455945252,290.32908468776736,218.01403686134222,222.74995722840038,283.13574150400495,177.2876351193716,333.5129092464422,413.2002255229801,449.01178163154214
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1394.png,446.37543354848754,278.22089587059645,287.8716618710631,361.7732716385411,251.01031962049922,372.8316743137102,510.2684267827982,276.9921844622443,446.37543354848754,216.7853254529901,302.6161987712886,222.92888249475072,232.57964849521738,295.4228555875262,189.57474920289292,365.45940586359745,410.7428027062758,447.78307022319
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1554.png,441.46058791507903,278.22089587059645,263.2974337040206,472.35729839023253,235.03707131192164,446.5543588148379,505.3535811493897,267.1624931954273,437.7744536900227,220.47145967804647,289.1003732794152,246.27439925344112,228.89351427016095,337.19904347149856,194.48959483630142,399.86332529745704,410.7428027062758,445.32564740648576
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1562.png,420.57249397309295,276.9921844622443,265.75485652072484,477.27214402364103,232.57964849521738,435.4959561396687,523.7842522746716,262.2476475620188,453.7477019986003,205.72692277782096,301.38748736293655,221.7001710863986,237.4944941286259,307.7099696710475,194.48959483630142,377.74651994711877,413.2002255229801,445.32564740648576
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1727.png,378.79630608912055,290.5080099541177,260.84001088731634,424.43755346449956,241.1806283536822,429.35239909790806,477.09321875729074,270.8486274204837,409.51409129792376,225.38630531145498,265.75485652072484,252.4179562952018,215.3776887782875,350.71486896337194,211.69155455323119,431.8098219146123,410.7428027062758,445.32564740648576
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img1820.png,354.22207792207803,294.1941441791741,270.66970215413335,347.02873473831556,209.23413173652693,328.5980636130337,517.640695232911,267.1624931954273,453.7477019986003,218.01403686134222,329.6478497550354,182.3814060191305,247.3241853954429,249.9605334784975,210.462843144879,340.88517769655493,410.7428027062758,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img2141.png,463.5773932654174,295.4228555875262,284.1855276460067,366.6881172719496,251.01031962049922,361.7732716385411,512.7258495995025,275.7634730538922,462.34868185706523,220.47145967804647,314.9033128548099,208.1843455945252,231.3509370868652,285.5931643207092,198.17572906135774,345.80002332996344,410.7428027062758,442.8682245897815
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img2173.png,362.82305778054285,289.2792985457656,262.0687222956684,447.78307022319,236.2657827202737,433.03853332296444,494.2951784742205,269.61991601213157,416.8863597480365,211.8704798195816,271.8984135624854,242.58826502838474,227.66480286180888,333.5129092464422,212.92026596158325,421.9801306477953,410.7428027062758,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img2223.png,451.29027918189604,289.2792985457656,274.35583637918967,383.8900769888794,249.78160821214715,393.7197682556964,495.5238898825727,270.8486274204837,440.23187650672696,229.07243953651135,284.1855276460067,231.5298623532156,223.97866863675245,323.68321797962517,200.633151878062,403.5494595225134,411.971514114628,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img2295.png,405.8279570728673,276.9921844622443,,,,,434.0883194649663,259.79022474531456,316.13202426316207,243.81697643673687,221.5212458200482,338.4277548798507,228.89351427016095,442.8682245897815,259.61129947896416,506.7612178240921,409.51409129792364,444.0969359981336
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img2874.png,399.68440003110675,274.5347616455401,254.69645384555565,413.3791507893304,220.29253441169612,396.17719107240066,502.89615833268545,268.39120460377944,440.23187650672696,219.24274826969435,281.7281048293024,229.07243953651135,230.12222567851313,294.1941441791741,189.57474920289292,383.8900769888794,410.7428027062758,442.8682245897815
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3050.png,306.30233299634506,306.48125826269535,308.7597558130493,334.7416206547943,279.2706820125982,349.4861575550198,491.83775565751625,267.1624931954273,410.7428027062758,219.24274826969435,275.58454778754185,218.01403686134222,210.462843144879,301.56641262928684,203.09057469476636,394.94847966404853,410.7428027062758,445.32564740648576
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3142.png,314.9033128548099,316.3109495295124,222.74995722840038,488.33054669881017,190.803460611245,463.75631853176765,469.720950307178,256.1040905202582,372.65274904735986,230.30115094486348,241.1806283536822,288.05058713741346,210.462843144879,365.45940586359745,241.1806283536822,464.9850299401198,410.7428027062758,445.32564740648576
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3317.png,386.1685745392333,278.22089587059645,271.8984135624854,383.8900769888794,239.95191694533014,398.6346138891049,477.09321875729074,263.47635897037094,375.1101718640641,215.55661404463797,247.3241853954429,252.4179562952018,208.00542032817475,337.19904347149856,190.803460611245,419.52270783109105,411.971514114628,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3370.png,298.9300645462323,324.9119293879773,302.6161987712886,515.3621976825569,259.61129947896416,482.18698965704954,480.7793529823472,256.1040905202582,399.68440003110675,224.15759390310285,244.86676257873864,269.61991601213157,211.69155455323119,375.28909713041446,204.31928610311843,444.09693599813363,409.51409129792376,445.32564740648576
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3405.png,392.312131580994,276.9921844622443,259.61129947896416,439.1820903647251,231.3509370868652,431.8098219146123,490.6090442491642,249.9605334784975,420.57249397309295,218.01403686134222,262.0687222956684,254.87537911190606,212.92026596158325,353.1722917800762,209.23413173652693,435.4959561396687,410.7428027062758,439.1820903647251
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3572.png,,,,,,,381.2537289058248,251.18924488684968,254.69645384555565,295.4228555875262,214.14897736993544,383.8900769888794,241.1806283536822,472.35729839023253,289.1003732794152,525.1918889493741,410.7428027062758,447.78307022319
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3621.png,271.8984135624854,369.14554008865383,,,,,287.8716618710631,319.9970837545688,216.6064001866397,401.09203670580916,242.4093397620344,503.0750835990357,318.5894470798663,566.9680768333463,,,411.971514114628,444.09693599813363
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3710.png,,,,,,,,,,,,,,,,,410.7428027062758,451.4692044482464
labeled-data\AG7028_3_20210716_100fps_eRAMP_R_flipped\img3803.png,,,,,,,,,,,,,,,,,410.7428027062758,441.6395131814294
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img0248.png,427.20074462890625,265.7762451171875,321.91820492126294,305.20300012213676,265.9797058105469,278.39007568359375,536.1516723632812,304.727294921875,499.37945556640625,237.10731506347656,399.5513916015625,189.2404022216797,305.9537353515625,214.6713104248047,219.0634002685547,269.950927734375,408.9817810058594,439.9349365234375
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img0312.png,458.55775868878584,275.81915659219663,339.58313947711713,302.38127133806825,279.9608154296875,326.353759765625,516.2513427734375,283.4524841308594,464.150634765625,219.2667236328125,350.281982421875,203.44032287597656,268.4688720703125,255.52767944335938,199.91598510742188,322.59075927734375,410.1786804199219,437.25469970703125
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img0838.png,371.3543701171875,270.75335693359375,287.9717125593388,308.7739689767115,233.4010772705078,306.0651550292969,492.65557861328125,275.01678466796875,432.6082458496094,196.91421508789062,332.8492126464844,183.93417358398438,265.7115783691406,230.38633728027344,217.91522216796875,312.48175048828125,409.27789306640625,441.686279296875
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img1113.png,,,261.0650939941406,379.4464111328125,225.6149444580078,370.5408630371094,477.24456787109375,271.26788330078125,406.1665344238281,207.29788208007812,298.3055114746094,207.1670379638672,242.2575225830078,271.95086669921875,216.57090759277344,361.37152099609375,409.5140075683594,440.9909362792969
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img1128.png,334.1739380585293,285.56668448349916,270.10013804416076,350.9832050084085,230.36706026787613,325.95124042622825,494.7463684082031,275.8843078613281,416.676025390625,205.62281799316406,322.161865234375,189.47142028808594,262.1947937011719,244.44122314453125,215.96429443359375,315.625732421875,408.4336242675781,441.21954345703125
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img1370.png,,,266.5311584472656,381.42401123046875,231.07749938964844,402.6251220703125,438.05167658338837,259.6545104980469,367.0438537597656,214.64401245117188,256.564208984375,245.1437225341797,216.53335571289062,322.3128967285156,197.15371704101562,409.6083984375,408.88177490234375,440.67626953125
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img1401.png,373.86480712890625,286.04949951171875,238.9495391845703,364.2599792480469,205.220586216499,326.4488450229905,492.470458984375,265.78961181640625,416.85845947265625,203.14743041992188,311.10260009765625,197.70730590820312,246.3018798828125,255.97425842285156,242.96945335197734,337.52424598917526,410.8014831542969,440.4019775390625
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img1493.png,332.10765370322156,295.18151461391153,302.4887390136719,288.40179443359375,266.4466247558594,311.2756042480469,475.83038330078125,262.246337890625,424.35052490234375,199.07041931152344,325.09930419921875,185.82891845703125,257.33770751953125,240.32611083984375,244.51187133789062,322.1506652832031,407.9076232910156,439.0981750488281
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img1704.png,422.657470703125,247.02828979492188,249.93600463867188,440.71746826171875,209.271728515625,433.83721923828125,475.12005615234375,246.2958526611328,403.56793212890625,199.43234252929688,285.6933898925781,241.81211853027344,230.06439208984375,316.6980895996094,212.6794891357422,426.89202880859375,409.0648498535156,441.965087890625
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img2111.png,314.6687927246094,296.9797668457031,247.3459930419922,354.70501708984375,213.4976043701172,346.5764465332031,477.8703918457031,263.5357971191406,410.756591796875,212.75621032714844,304.0009460449219,210.32427978515625,232.99600219726562,277.8777160644531,214.399658203125,356.0362243652344,410.7217102050781,440.7707824707031
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img2460.png,290.4483487723784,330.2364731968186,273.7270000697165,354.650664829913,254.4810028076172,381.3028869628906,432.07373046875,251.3841094970703,341.2754211425781,222.75144958496094,248.05123901367188,251.8622589111328,212.5017852783203,332.4238586425781,225.22128295898438,418.4765319824219,408.5239562988281,440.33111572265625
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img2566.png,389.635009765625,266.283447265625,279.00930505377744,305.95778105827964,246.9874162075447,292.32721698872825,511.64642333984375,282.6103210449219,461.5826416015625,214.98312377929688,349.6386413574219,178.13717651367188,266.21490478515625,218.47378540039062,219.95738220214844,290.71795654296875,408.20343017578125,440.5321044921875
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img2749.png,,,275.3277761754672,371.3587885565238,238.16225680107925,406.2977370082595,449.00933837890625,245.79872131347656,375.9227600097656,206.54920959472656,266.71527099609375,236.88327026367188,216.43077087402344,317.87615966796875,201.99932861328125,406.9064636230469,409.65625,440.1725158691406
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img2787.png,386.9961242675781,269.80694580078125,268.90948486328125,337.03143310546875,238.42208862304688,320.5818176269531,523.3385620117188,273.6285095214844,458.67340087890625,208.2890167236328,342.1807556152344,186.6640625,269.0638732910156,238.10275268554688,218.20843505859375,311.1464538574219,410.1444091796875,439.5172424316406
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3049.png,354.90936279296875,295.4946594238281,277.797149204913,364.2509220490254,248.88397452222932,382.1561227678761,444.40869140625,261.1590576171875,375.6328430175781,215.68026733398438,268.5625,225.9485321044922,227.87844848632812,294.09783935546875,253.56599403605037,392.68694271423163,409.0091247558594,440.3681640625
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3287.png,336.08526203367046,294.3635624298848,282.81256103515625,312.3681335449219,237.73216156900583,330.33399469862275,481.802734375,264.37042236328125,404.4280700683594,207.05560302734375,296.94525146484375,200.5766143798828,234.97396850585938,261.1644592285156,207.06320190429688,334.7725524902344,408.98553466796875,440.3088684082031
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3365.png,,,267.55706787109375,365.5971984863281,227.59906005859375,358.8149108886719,505.6194763183594,286.1181335449219,441.16778564453125,226.08460998535156,327.0091552734375,209.67691040039062,238.2500457763672,273.41851806640625,189.55523681640625,331.4215393066406,410.3807067871094,441.4832763671875
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3535.png,364.4654235839844,274.8436584472656,242.67481994628906,337.9367980957031,219.94302368164062,314.9108581542969,506.0299987792969,273.9506530761719,423.5937194824219,204.027587890625,323.4920349121094,184.6333465576172,255.8576202392578,239.16468811035156,211.81593322753906,318.23394775390625,408.3973083496094,440.28271484375
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3645.png,,,276.0207214355469,474.29356877793975,245.61453247070312,472.1115417480469,408.11016845703125,241.17115783691406,328.5950622558594,227.38905334472656,241.74856567382812,281.5843505859375,228.91036987304688,404.9837646484375,253.24862670898438,473.7324523925781,409.792236328125,440.597412109375
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3663.png,304.1174621582031,325.169921875,317.533935546875,514.80224609375,289.1883850097656,524.2971801757812,371.29461669921875,255.62158203125,253.12149047851562,262.979736328125,217.3856964111328,355.3204345703125,248.61172485351562,482.0037536621094,286.8023376464844,529.17138671875,408.08258056640625,439.4106750488281
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3706.png,273.57341261508543,474.03930899488563,,,,,276.6536865234375,322.6997985839844,214.7265897567372,417.95697773091575,271.2485656738281,512.2230834960938,415.19732666015625,444.3298645019531,,,411.3320007324219,440.129150390625
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3756.png,,,510.65694203396424,510.5800574777545,,,256.505126953125,390.1215515136719,240.1375732421875,488.6882019042969,289.72021484375,543.3922119140625,342.3141644290432,563.1831712124275,,,409.7412109375,441.4080505371094
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3761.png,288.0274503348785,501.82869451036163,517.9005737304688,504.33026123046875,,,258.50689697265625,381.65936279296875,230.52113342285156,491.17767333984375,287.2224426269531,540.8870849609375,395.3529052734375,446.36761474609375,,,409.9091796875,440.8670959472656
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3813.png,,,,,,,297.493306326768,492.0347595214844,267.7400207519531,544.11572265625,335.99169921875,597.1096801757812,,,,,409.6398010253906,440.26739501953125
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3825.png,339.77182758443143,514.7403080880397,,,,,281.1939697265625,479.3009338378906,259.6881500595381,555.6958125525531,338.8542241387887,581.7996445835373,395.2598571777344,446.19256591796875,,,409.08642578125,441.41827392578125
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3846.png,311.280318987222,519.2944819510228,,,,,257.57318115234375,422.8042907714844,258.76474963392195,534.6911311385068,346.4693153429407,560.5065307617188,,,,,409.07537841796875,440.2890930175781
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3880.png,290.51995849609375,496.4383239746094,,,,,257.9632873535156,400.607177734375,241.72166442871094,492.5458068847656,288.04644775390625,540.8219604492188,,,,,408.4435729980469,440.6808166503906
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3907.png,,,,,,,262.4678039550781,374.70904541015625,248.77191162109375,479.5516052246094,289.1601867675781,535.6673583984375,,,,,410.011474609375,439.8564147949219
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3952.png,,,,,,,,,283.12187172159713,511.6502380371094,,,336.2564458184762,572.3749610597697,,,410.568115234375,441.50323486328125
labeled-data\AG7180_1_20210722_100fps_eRAMP_R_flipped\img3969.png,,,,,,,,,,,,,,,,,,
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img0007.png,536.7627371480913,339.09980425177196,488.8119085703328,309.54926243387564,442.7552438616261,296.01812744140625,573.0687659738483,324.232350516221,546.706298828125,255.66299438476562,480.0411071777344,191.74647521972656,399.2705078125,215.3428192138672,303.9482116699219,264.5600280761719,410.0915222167969,439.6066589355469
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img0300.png,451.71347760957644,269.56795322944186,342.90957406175494,300.91283147325225,302.90167236328125,303.98394775390625,536.2924194335938,319.1973571777344,516.6513671875,238.7576446533203,405.5561218261719,189.75721740722656,308.2160949707031,233.61117553710938,220.49560546875,268.5601806640625,408.45489501953125,440.2525329589844
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img0375.png,465.281982421875,270.998291015625,318.6134948730469,287.43145751953125,284.6797180175781,262.06842041015625,520.521484375,296.604248046875,509.3253479003906,216.6197052001953,420.6104736328125,169.01181030273438,337.96142578125,202.1954345703125,250.4153289794922,250.51007080078125,408.5555419921875,439.4802551269531
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img0428.png,485.1929237940642,269.29250627780687,371.59619140625,286.7012939453125,327.3936462402344,294.93206787109375,516.5029907226562,277.6131896972656,484.7084655761719,210.1819305419922,384.7678527832031,176.74058532714844,299.74542236328125,230.5888671875,223.51499938964844,276.7197570800781,409.3465270996094,439.2333068847656
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img0459.png,469.7781677246094,276.6239013671875,423.4444885253906,260.8702392578125,375.2828369140625,266.0630798339844,546.1022338867188,316.1438903808594,524.8109130859375,244.35092163085938,453.3275451660156,169.7706756591797,362.2104797363281,200.5808868408203,281.35577392578125,229.0504913330078,408.37835693359375,438.01025390625
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img1315.png,358.7815856933594,289.193115234375,419.84275097709417,261.67462765042285,330.5696186528754,302.3709805556298,461.4941711425781,253.41317749023438,436.6559753417969,187.65274047851562,333.7198181152344,180.45236206054688,271.4544982910156,242.34600830078125,214.91014099121094,336.7853698730469,409.6313171386719,440.08551025390625
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img1646.png,456.0798034667969,278.3040771484375,318.82809683668245,315.5445303082957,279.08489990234375,339.20440673828125,522.8712768554688,299.5940246582031,453.2471923828125,218.56114196777344,337.34967041015625,202.53829956054688,251.98008728027344,275.5636291503906,213.7958526611328,359.381103515625,409.5362243652344,438.3501892089844
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img1774.png,453.9736328125,274.71356201171875,438.6443711460373,278.16446158277625,387.29205322265625,277.9067077636719,523.5231323242188,298.0873718261719,498.8475036621094,227.1781463623047,407.0712585449219,168.13612365722656,329.1518859863281,216.70870971679688,262.9059143066406,291.0111083984375,410.13677978515625,439.9579162597656
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img1780.png,452.47100830078125,260.5274353027344,437.88447828891344,290.44908635606475,383.6690518973785,285.83784978379913,533.961181640625,293.542236328125,496.828857421875,215.91098022460938,402.9726867675781,169.15370178222656,329.2127685546875,220.46177673339844,265.35223388671875,294.43115234375,410.4442443847656,440.181396484375
labeled-data\AG7180_1_20210723_100fps_eRAMP_R_flipped\img2173.png,,,,,,,498.9669189453125,277.3634033203125,458.2120361328125,208.3255157470703,348.67694091796875,187.0814666748047,286.8843994140625,245.9110870361328,226.83819580078125,320.97784423828125,409.02294921875,440.27960205078125
